C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_42_730.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_42_730.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_42_730.jpg, 0, 0, 0, 5.29713E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_42_830.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_42_830.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_42_830.jpg, 0, 0, 0, 5.291206E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_42_932.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_42_932.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_42_932.jpg, 0, 0, 0, 5.290951E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_033.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_033.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_033.jpg, 0, 0, 0, 5.290699E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_136.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_136.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_136.jpg, 0, 0, 0, 5.301758E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_237.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_237.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_237.jpg, 0, 0, 0, 5.300501E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_339.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_339.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_339.jpg, 0, 0, 0, 5.374995E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_442.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_442.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_442.jpg, 0, 0, 0, 5.321123E-05
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_545.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_545.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_545.jpg, -0.1549785, 0.2892192, 0, 0.2032534
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_647.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_647.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_647.jpg, -0.4527077, 0.5869485, 0, 0.7088354
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_750.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_750.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_750.jpg, -0.5667861, 0.8851634, 0, 1.615612
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_849.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_849.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_849.jpg, -0.2657152, 1, 0, 2.808249
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_43_950.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_43_950.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_43_950.jpg, 0, 1, 0, 3.979556
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_051.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_051.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_051.jpg, -0.0917682, 1, 0, 5.143336
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_151.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_151.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_151.jpg, -0.3916812, 1, 0, 6.270853
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_253.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_253.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_253.jpg, -0.1632012, 1, 0, 7.411232
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_353.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_353.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_353.jpg, 0, 1, 0, 8.535851
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_455.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_455.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_455.jpg, 0, 1, 0, 9.655909
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_558.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_558.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_558.jpg, -0.2138361, 1, 0, 10.97399
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_659.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_659.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_659.jpg, -0.3738877, 1, 0, 12.13327
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_759.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_759.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_759.jpg, -0.07218787, 1, 0, 12.96998
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_860.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_860.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_860.jpg, -0.1044087, 1, 0, 14.19958
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_44_961.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_44_961.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_44_961.jpg, -0.2400969, 1, 0, 15.16025
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_45_062.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_45_062.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_45_062.jpg, 0, 1, 0, 16.28232
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_45_163.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_45_163.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_45_163.jpg, 0, 1, 0, 17.27059
C:\Users\ayubb\Pictures\IMG\center_2026_07_29_19_33_45_265.jpg, C:\Users\ayubb\Pictures\IMG\left_2026_07_29_19_33_45_265.jpg, C:\Users\ayubb\Pictures\IMG\right_2026_07_29_19_33_45_265.jpg, 0, 1, 0, 18.33837
